时间,黏度(实时),密度,油温,水活性,4umISO,6umISO,14umISO,NAS等级,黏度,介电常数
2022-10-10 9:05,117.39,0.806,16.35,0.67,16,14,10,6,34.91,2.24
2022-10-10 9:20,117.02,0.806,16.38,0.67,16,14,10,6,34.89,2.24
2022-10-10 9:35,117.19,0.806,16.37,0.67,17,14,11,6,34.88,2.24
2022-10-10 9:50,117.12,0.806,16.41,0.67,16,14,10,6,34.98,2.24
2022-10-10 10:05,116.88,0.805,16.41,0.67,17,14,11,6,34.93,2.24
2022-10-10 10:20,117.2,0.806,16.41,0.67,16,14,11,6,34.89,2.24
2022-10-10 10:35,117.1,0.805,16.47,0.67,16,14,10,6,35.01,2.24
2022-10-10 10:50,116.93,0.805,16.5,0.67,16,14,11,6,35.05,2.24
2022-10-10 11:05,115.64,0.807,16.59,0.67,16,14,11,6,34.89,2.24
2022-10-10 11:20,115.09,0.808,16.68,0.67,17,14,10,6,34.99,2.24
2022-10-10 11:35,113.2,0.81,16.8,0.67,17,14,11,6,34.68,2.24
2022-10-10 11:50,112.02,0.811,16.88,0.67,16,14,11,6,34.51,2.24
2022-10-10 12:05,112.02,0.811,16.88,0.67,17,14,10,6,34.51,2.24
2022-10-10 12:20,110.79,0.811,17.06,0.67,16,14,11,6,34.53,2.24
2022-10-10 12:35,110.17,0.811,17.13,0.67,16,14,11,6,34.49,2.24
2022-10-10 12:50,108.65,0.813,17.22,0.67,17,14,10,6,34.29,2.24
2022-10-10 13:05,108.36,0.813,17.33,0.67,16,14,10,6,34.37,2.24
2022-10-10 13:20,107.33,0.813,17.47,0.67,17,14,11,6,34.33,2.24
2022-10-10 13:35,106.1,0.815,17.6,0.67,16,14,11,6,34.2,2.24
2022-10-10 13:50,105.59,0.815,17.72,0.67,16,14,10,6,34.29,2.24
2022-10-10 14:05,104.9,0.815,17.86,0.67,16,14,10,6,34.31,2.24
2022-10-10 14:20,103.6,0.816,17.95,0.67,17,14,10,6,34.21,2.24
2022-10-10 14:35,103.6,0.816,17.95,0.67,16,14,10,6,34.21,2.24
2022-10-10 14:50,103.42,0.818,17.77,0.67,16,14,10,6,34.03,2.23
2022-10-10 15:05,101.26,0.818,18.28,0.67,16,14,10,6,34.08,2.24
2022-10-10 15:20,100.23,0.819,18.38,0.67,16,14,10,6,33.94,2.24
2022-10-10 15:35,99.41,0.819,18.45,0.67,17,14,11,6,33.85,2.23
