时间,温度,水活性,介电常数,40℃黏度,Fe(70~100um),Fe(100~150um),Fe(>150um),nFe(200~300um),nFe(300~400um),nFe(>400um),黏度
2022-12-16 14:02,45.7938,0.324496,2.32092,106.233,0,0,0,0,0,0,106.233
2022-12-16 14:25,44.9688,0.319999,2.31447,105.925,0,0,0,0,0,0,105.925
2022-12-16 14:29,45.2031,0.314811,2.31997,106.685,0,0,0,0,0,0,106.685
2022-12-16 14:41,45.075,0.315491,2.3153,104.363,0,0,0,0,0,0,104.363
2022-12-16 14:45,45.125,0.323808,2.32194,104.792,0,0,0,0,0,0,104.792
2022-12-16 14:56,44.9813,0.310993,2.33264,104.07,0,0,0,0,0,0,104.07
2022-12-16 15:00,43.9188,0.325302,2.33239,104.353,0,0,0,0,0,0,104.353
2022-12-16 15:11,44.8563,0.306507,2.33391,105.438,0,0,0,0,0,0,105.438
2022-12-16 15:15,43.4796,0.320766,2.33354,103.918,0,0,0,0,0,0,103.918
2022-12-16 15:25,44.775,0.2761,2.32253,105.88,0,0,0,0,0,0,105.88
2022-12-16 15:30,43.75,0.316391,2.33049,99.8099,0,0,0,0,0,0,99.8099
2022-12-16 15:41,44.8,0.27162,2.32192,105.916,0,0,0,0,0,0,105.916
2022-12-16 15:45,43.9375,0.311997,2.32343,100.984,0,0,0,0,0,0,100.984
2022-12-16 15:55,44.9625,0.27369,2.32538,105.699,0,0,0,0,0,0,105.699
2022-12-16 16:00,43.4981,0.307647,2.32712,100.549,0,0,0,0,0,0,100.549
2022-12-16 16:11,44.6313,0.278153,2.31652,104.589,0,0,0,0,0,0,104.589
2022-12-16 16:15,41.8937,0.303458,2.31679,100.13,0,0,0,0,0,0,100.13
2022-12-16 16:26,44.5375,0.273699,2.31679,104.65,0,0,0,0,0,0,104.65
2022-12-16 16:30,43.5438,0.272445,2.31679,98.9008,0,0,0,0,0,0,98.9008
2022-12-16 16:41,44.5375,0.273699,2.31679,104.65,0,0,0,0,0,0,104.65
2022-12-16 16:45,43.625,0.268083,2.32407,99.1166,0,0,0,0,0,0,99.1166
2022-12-16 16:56,44.675,0.278167,2.32526,104.844,0,0,0,0,0,0,104.844
2022-12-16 17:00,43.4688,0.263736,2.3309,99.1242,0,0,0,0,0,0,99.1242
2022-12-16 17:11,44.3438,0.274195,2.33161,104.238,0,0,0,0,0,0,104.238
2022-12-16 17:15,43.9188,0.268128,2.32985,101.58,0,0,0,0,0,0,101.58
2022-12-16 17:25,44.4125,0.278636,2.32787,104.008,0,0,0,0,0,0,104.008
2022-12-16 17:30,44.4312,0.263685,2.33212,103.751,0,0,0,0,0,0,103.751
2022-12-16 17:40,44.4625,0.28138,2.33051,104.181,0,0,0,0,0,0,104.181
2022-12-16 17:45,44.2313,0.268108,2.32726,103.196,0,0,0,0,0,0,103.196
2022-12-16 17:56,44.2375,0.276956,2.32568,104.612,0,0,0,0,0,0,104.612
2022-12-16 18:11,44.275,0.272529,2.32536,104.292,0,0,0,0,0,0,104.292
2022-12-16 18:22,44.5562,0.276985,2.33037,104.597,0,0,0,0,0,0,104.597
2022-12-16 18:37,44.6625,0.281451,2.3225,104.91,0,0,0,0,0,0,104.91
2022-12-16 18:52,44.5125,0.277,2.31335,103.932,0,0,0,0,0,0,103.932
2022-12-16 19:07,44.4875,0.272551,2.31992,104.158,0,0,0,0,0,0,104.158
2022-12-16 19:22,44.3687,0.268114,2.32997,103.855,0,0,0,0,0,0,103.855
2022-12-16 19:37,44.1375,0.272528,2.31684,104.085,0,0,0,0,0,0,104.085
2022-12-16 19:52,44.0438,0.276298,2.32143,104.781,0,0,0,0,0,0,104.781
2022-12-16 20:07,43.8937,0.271909,2.32695,104.39,0,0,0,0,0,0,104.39
2022-12-16 20:22,43.7188,0.280704,2.32768,103.909,0,0,0,0,0,0,103.909
2022-12-16 20:37,43.5,0.285054,2.33293,103.414,0,0,0,0,0,0,103.414
2022-12-16 20:52,43.425,0.278875,2.31306,104.286,0,0,0,0,0,0,104.286
2022-12-16 21:07,43.3625,0.283211,2.31174,104.777,0,0,0,0,0,0,104.777
2022-12-16 21:22,43.2813,0.278883,2.30895,104.33,0,0,0,0,0,0,104.33
2022-12-16 21:37,43.2687,0.280752,2.30551,104.172,0,0,0,0,0,0,104.172
2022-12-16 21:52,43.3,0.276422,2.30517,104.849,0,0,0,0,0,0,104.849
2022-12-16 22:07,43.2813,0.272094,2.30563,104.834,0,0,0,0,0,0,104.834
2022-12-16 22:22,43.2313,0.267771,2.30861,104.277,0,0,0,0,0,0,104.277
2022-12-16 22:37,43.1187,0.272083,2.31481,104.581,0,0,0,0,0,0,104.581
2022-12-16 22:52,43,0.276383,2.30793,104.219,0,0,0,0,0,0,104.219
2022-12-16 23:07,42.8,0.272103,2.30588,103.775,0,0,0,0,0,0,103.775
2022-12-16 23:22,42.525,0.276355,2.30627,103.369,0,0,0,0,0,0,103.369
2022-12-16 23:37,42.3188,0.269587,2.32094,103.26,0,0,0,0,0,0,103.26
2022-12-16 23:52,42.15,0.273802,2.31501,103.693,0,0,0,0,0,0,103.693
2022-12-17 0:07,41.9688,0.277999,2.31306,103.819,0,0,0,0,0,0,103.819
2022-12-17 0:22,41.8813,0.273811,2.3135,103.677,0,0,0,0,0,0,103.677
2022-12-17 0:37,41.9562,0.278007,2.31147,103.928,0,0,0,0,0,0,103.928
2022-12-17 0:52,41.9813,0.282205,2.31147,102.941,0,0,0,0,0,0,102.941
2022-12-17 1:07,42.0812,0.277997,2.31066,103.263,0,0,0,0,0,0,103.263
2022-12-17 1:22,42,0.273797,2.31205,103.796,0,0,0,0,0,0,103.796
2022-12-17 1:37,41.8188,0.283647,2.31879,104.001,0,0,0,0,0,0,104.001
2022-12-17 1:52,41.8188,0.279465,2.32294,104.271,0,0,0,0,0,0,104.271
2022-12-17 2:07,41.7687,0.275288,2.33161,103.94,0,0,0,0,0,0,103.94
2022-12-17 2:22,41.5875,0.279447,2.31413,103.456,0,0,0,0,0,0,103.456
2022-12-17 2:37,41.4688,0.272342,2.31413,103.704,0,0,0,0,0,0,103.704
2022-12-17 2:52,41.2125,0.276463,2.32802,103.561,0,0,0,0,0,0,103.561
2022-12-17 3:07,41.1125,0.272352,2.32609,103.39,0,0,0,0,0,0,103.39
2022-12-17 3:22,41.0375,0.268248,2.32294,103.353,0,0,0,0,0,0,103.353
2022-12-17 3:37,40.875,0.274242,2.32221,103.117,0,0,0,0,0,0,103.117
2022-12-17 3:52,40.8563,0.278328,2.32704,102.594,0,0,0,0,0,0,102.594
2022-12-17 4:07,40.875,0.282416,2.31418,102.086,0,0,0,0,0,0,102.086
2022-12-17 4:22,41.025,0.278313,2.31208,103.17,0,0,0,0,0,0,103.17
2022-12-17 4:37,41.1688,0.28243,2.32153,103.264,0,0,0,0,0,0,103.264
2022-12-17 4:52,41.1063,0.286541,2.32141,103.392,0,0,0,0,0,0,103.392
2022-12-17 5:07,41.0562,0.282435,2.32184,102.949,0,0,0,0,0,0,102.949
2022-12-17 5:22,40.925,0.286527,2.32387,102.643,0,0,0,0,0,0,102.643
2022-12-17 5:37,40.9,0.290617,2.31359,103.119,0,0,0,0,0,0,103.119
2022-12-17 5:52,40.9125,0.294708,2.31454,103.225,0,0,0,0,0,0,103.225
2022-12-17 6:07,40.7437,0.298782,2.32106,103.524,0,0,0,0,0,0,103.524
2022-12-17 6:22,40.4063,0.294741,2.33117,102.847,0,0,0,0,0,0,102.847
2022-12-17 6:37,40.275,0.290713,2.3322,102.375,0,0,0,0,0,0,102.375
2022-12-17 6:52,40.2625,0.286093,2.3322,102.224,0,0,0,0,0,0,102.224
2022-12-17 7:07,40.1375,0.282079,2.32714,101.375,0,0,0,0,0,0,101.375
2022-12-17 7:22,40.1313,0.278066,2.32314,102.091,0,0,0,0,0,0,102.091
2022-12-17 7:37,40.1625,0.268821,2.32314,102.666,0,0,0,0,0,0,102.666
2022-12-17 7:52,40.1875,0.264802,2.3288,103.074,0,0,0,0,0,0,103.074
2022-12-17 8:07,40.1938,0.260783,2.32687,103.398,0,0,0,0,0,0,103.398
2022-12-17 8:22,40.2875,0.264812,2.32492,103.65,0,0,0,0,0,0,103.65
2022-12-17 8:37,40.425,0.260769,2.32333,103.309,0,0,0,0,0,0,103.309
2022-12-17 8:52,40.6125,0.26483,2.32263,103.227,0,0,0,0,0,0,103.227
2022-12-17 9:07,40.8,0.26075,2.32219,103.476,0,0,0,0,0,0,103.476
2022-12-17 9:22,40.9063,0.256659,2.32485,103.369,0,0,0,0,0,0,103.369
2022-12-17 9:37,41.1437,0.252545,2.30654,104.063,0,0,0,0,0,0,104.063
2022-12-17 9:52,41.3312,0.256678,2.30654,104.172,0,0,0,0,0,0,104.172
2022-12-17 10:07,41.45,0.260823,2.31245,103.588,0,0,0,0,0,0,103.588
2022-12-17 10:22,41.8,0.265003,2.32963,103.598,0,0,0,0,0,0,103.598
2022-12-17 10:37,42.05,0.269208,2.33381,103.567,0,0,0,0,0,0,103.567
2022-12-17 10:52,42.2188,0.264986,2.31181,103.721,0,0,0,0,0,0,103.721
2022-12-17 11:07,42.3937,0.260747,2.31181,103.835,0,0,0,0,0,0,103.835
2022-12-17 11:22,42.7938,0.256468,2.32368,104.238,0,0,0,0,0,0,104.238
2022-12-17 11:37,42.825,0.260751,2.32329,105.021,0,0,0,0,0,0,105.021
2022-12-17 11:52,42.9188,0.259149,2.32365,105.651,0,0,0,0,0,0,105.651
2022-12-17 12:07,42.9438,0.263443,2.33176,104.83,0,0,0,0,0,0,104.83
2022-12-17 12:22,43.1125,0.267754,2.31191,104.36,0,0,0,0,0,0,104.36
2022-12-17 12:37,43.3,0.263424,2.30244,103.96,0,0,0,0,0,0,103.96
2022-12-17 12:52,43.6437,0.267788,2.31362,104.332,0,0,0,0,0,0,104.332
2022-12-17 13:07,43.9438,0.272182,2.32609,104.808,0,0,0,0,0,0,104.808
2022-12-17 13:22,44.4438,0.267738,2.31513,105.581,0,0,0,0,0,0,105.581
2022-12-17 13:37,44.6875,0.263269,2.31276,105.78,0,0,0,0,0,0,105.78
2022-12-17 13:52,44.7,0.258799,2.32121,104.976,0,0,0,0,0,0,104.976
2022-12-17 14:07,44.875,0.263286,2.32482,105.521,0,0,0,0,0,0,105.521
2022-12-17 14:22,44.75,0.258811,2.3298,104.04,0,0,0,0,0,0,104.04
2022-12-17 14:37,44.9,0.255644,2.32722,104.204,0,0,0,0,0,0,104.204
2022-12-17 14:52,45.3312,0.251111,2.32451,105.133,0,0,0,0,0,0,105.133
2022-12-17 15:07,45.1625,0.246655,2.32446,104.635,0,0,0,0,0,0,104.635
2022-12-17 15:22,45.2938,0.245157,2.32704,105.25,0,0,0,0,0,0,105.25
2022-12-17 15:37,45.5625,0.236058,2.33259,105.717,0,0,0,0,0,0,105.717
2022-12-17 15:52,45.2875,0.240587,2.31623,104.698,0,0,0,0,0,0,104.698
2022-12-17 16:07,45.525,0.245139,2.32495,105.326,0,0,0,0,0,0,105.326
2022-12-17 16:22,45.6812,0.249707,2.30319,105.271,0,0,0,0,0,0,105.271
2022-12-17 16:37,45.3875,0.254246,2.31701,105.663,0,0,0,0,0,0,105.663
2022-12-17 16:52,45.4375,0.321773,2.31066,105.749,0,0,0,0,0,0,105.749
2022-12-17 17:07,45.625,0.31721,2.3079,105.804,0,0,0,0,0,0,105.804
2022-12-17 17:22,45.3125,0.312679,2.31594,105.317,0,0,0,0,0,0,105.317
2022-12-17 17:37,45.4,0.308139,2.3289,105.087,0,0,0,0,0,0,105.087
2022-12-17 17:52,45.5438,0.303585,2.33317,105.49,0,0,0,0,0,0,105.49
2022-12-17 18:07,45.1812,0.250486,2.33356,104.664,0,0,0,0,0,0,104.664
2022-12-17 18:22,45.2313,0.255009,2.30678,104.895,0,0,0,0,0,0,104.895
2022-12-17 18:37,45.4438,0.259553,2.31503,105.281,0,0,0,0,0,0,105.281
2022-12-17 18:52,45.2188,0.263263,2.328,104.881,0,0,0,0,0,0,104.881
2022-12-17 19:07,45.3062,0.258732,2.31855,105.82,0,0,0,0,0,0,105.82
2022-12-17 19:22,45.475,0.26328,2.32167,105.609,0,0,0,0,0,0,105.609
2022-12-17 19:37,45.1125,0.258769,2.32861,104.133,0,0,0,0,0,0,104.133
2022-12-17 19:52,45.2938,0.263298,2.33229,104.98,0,0,0,0,0,0,104.98
2022-12-17 20:07,45.4063,0.267839,2.33293,104.72,0,0,0,0,0,0,104.72
2022-12-17 20:22,45.0875,0.272348,2.32514,104.25,0,0,0,0,0,0,104.25
2022-12-17 20:37,45.0562,0.267842,2.32932,105.456,0,0,0,0,0,0,105.456
2022-12-17 20:52,45.1375,0.272356,2.32477,105.545,0,0,0,0,0,0,105.545
2022-12-17 21:07,45.0875,0.276865,2.3121,105.567,0,0,0,0,0,0,105.567
2022-12-17 21:22,44.975,0.272368,2.32563,105.133,0,0,0,0,0,0,105.133
2022-12-17 21:37,45.0375,0.272943,2.31667,105.294,0,0,0,0,0,0,105.294
2022-12-17 21:52,45.025,0.270897,2.32487,105.348,0,0,0,0,0,0,105.348
2022-12-17 22:07,44.8563,0.275383,2.33662,103.993,0,0,0,0,0,0,103.993
2022-12-17 22:22,44.9312,0.276095,2.32451,104.777,0,0,0,0,0,0,104.777
2022-12-17 22:37,44.75,0.27162,2.3309,104.54,0,0,0,0,0,0,104.54
2022-12-17 22:52,44.7062,0.276091,2.3152,104.495,0,0,0,0,0,0,104.495
2022-12-17 23:07,44.675,0.271623,2.32199,104.613,0,0,0,0,0,0,104.613
2022-12-17 23:22,44.6812,0.270792,2.30905,105.328,0,0,0,0,0,0,105.328
2022-12-17 23:37,44.5562,0.266336,2.31818,104.758,0,0,0,0,0,0,104.758
2022-12-17 23:52,44.5125,0.270787,2.31252,104.288,0,0,0,0,0,0,104.288
2022-12-18 0:07,44.3875,0.266348,2.32451,104.097,0,0,0,0,0,0,104.097
2022-12-18 0:22,44.3188,0.261916,2.311,103.812,0,0,0,0,0,0,103.812
2022-12-18 0:37,44.3813,0.257478,2.32495,104.309,0,0,0,0,0,0,104.309
2022-12-18 0:52,44.2687,0.253051,2.31533,104.677,0,0,0,0,0,0,104.677
2022-12-18 1:07,44.275,0.257479,2.32309,104.663,0,0,0,0,0,0,104.663
2022-12-18 1:22,44.2625,0.253053,2.3072,104.76,0,0,0,0,0,0,104.76
2022-12-18 1:37,44.175,0.259782,2.30849,104.508,0,0,0,0,0,0,104.508
2022-12-18 1:52,44.05,0.264187,2.3217,104.349,0,0,0,0,0,0,104.349
2022-12-18 2:07,44.0313,0.26859,2.333,105.102,0,0,0,0,0,0,105.102
2022-12-18 2:22,43.9375,0.272984,2.31408,105.127,0,0,0,0,0,0,105.127
2022-12-18 2:37,43.8937,0.277373,2.32709,104.956,0,0,0,0,0,0,104.956
2022-12-18 2:52,43.7625,0.278824,2.32985,104.65,0,0,0,0,0,0,104.65
2022-12-18 3:07,43.75,0.274449,2.32844,105.02,0,0,0,0,0,0,105.02
2022-12-18 3:22,43.6625,0.278815,2.31452,105.313,0,0,0,0,0,0,105.313
2022-12-18 3:37,43.6313,0.274452,2.31054,105.02,0,0,0,0,0,0,105.02
2022-12-18 3:52,43.6437,0.270088,2.30519,104.878,0,0,0,0,0,0,104.878
2022-12-18 4:07,43.6437,0.265724,2.30519,104.878,0,0,0,0,0,0,104.878
2022-12-18 4:22,43.475,0.270072,2.30727,104.607,0,0,0,0,0,0,104.607
2022-12-18 4:37,43.2875,0.265162,2.3145,104.267,0,0,0,0,0,0,104.267
2022-12-18 4:52,43.2687,0.260835,2.32216,104.129,0,0,0,0,0,0,104.129
2022-12-18 5:07,43.2188,0.265268,2.30764,103.956,0,0,0,0,0,0,103.956
2022-12-18 5:22,43.175,0.269585,2.31845,104.148,0,0,0,0,0,0,104.148
2022-12-18 5:37,43.1375,0.265271,2.30236,104.136,0,0,0,0,0,0,104.136
2022-12-18 5:52,43.125,0.260958,2.30268,104.417,0,0,0,0,0,0,104.417
2022-12-18 6:07,42.9937,0.256659,2.30478,104.421,0,0,0,0,0,0,104.421
2022-12-18 6:22,42.975,0.247735,2.3134,103.977,0,0,0,0,0,0,103.977
2022-12-18 6:37,42.9813,0.252033,2.30551,104.23,0,0,0,0,0,0,104.23
2022-12-18 6:52,42.8687,0.245288,2.30988,104.028,0,0,0,0,0,0,104.028
2022-12-18 7:07,42.8062,0.241007,2.33029,104.237,0,0,0,0,0,0,104.237
2022-12-18 7:22,42.775,0.245284,2.30815,104.186,0,0,0,0,0,0,104.186
2022-12-18 7:37,42.8,0.249564,2.31686,104.704,0,0,0,0,0,0,104.704
2022-12-18 7:52,42.8,0.253844,2.32495,104.719,0,0,0,0,0,0,104.719
2022-12-18 8:07,42.7625,0.25812,2.32631,104.408,0,0,0,0,0,0,104.408
2022-12-18 8:22,42.8188,0.303553,2.31953,104.723,0,0,0,0,0,0,104.723
2022-12-18 8:37,42.8687,0.299266,2.31337,104.42,0,0,0,0,0,0,104.42
2022-12-18 8:52,42.8438,0.30355,2.31542,104.455,0,0,0,0,0,0,104.455
2022-12-18 9:07,42.7625,0.299274,2.30485,104.196,0,0,0,0,0,0,104.196
2022-12-18 9:22,42.7938,0.294995,2.30185,103.927,0,0,0,0,0,0,103.927
2022-12-18 9:37,43.0063,0.290694,2.31047,104.467,0,0,0,0,0,0,104.467
2022-12-18 9:52,43.2813,0.286366,2.31562,104.435,0,0,0,0,0,0,104.435
2022-12-18 10:07,43.5,0.234111,2.31909,103.477,0,0,0,0,0,0,103.477
2022-12-18 10:22,43.7563,0.238487,2.31481,104.2,0,0,0,0,0,0,104.2
2022-12-18 10:37,43.9688,0.242884,2.31545,104.044,0,0,0,0,0,0,104.044
2022-12-18 10:52,44.3375,0.247318,2.33542,104.646,0,0,0,0,0,0,104.646
2022-12-18 11:07,44.6812,0.24285,2.32885,104.645,0,0,0,0,0,0,104.645
2022-12-18 11:22,44.6812,0.247318,2.32978,104.692,0,0,0,0,0,0,104.692
2022-12-18 11:37,44.9375,0.251812,2.33256,105.162,0,0,0,0,0,0,105.162
2022-12-18 11:52,45.4188,0.256354,2.33373,105.049,0,0,0,0,0,0,105.049
2022-12-18 12:07,45.4937,0.251805,2.30732,105.472,0,0,0,0,0,0,105.472
2022-12-18 12:22,45.6625,0.247684,2.3236,105.968,0,0,0,0,0,0,105.968
2022-12-18 12:37,46.0625,0.243078,2.33508,105.757,0,0,0,0,0,0,105.757
2022-12-18 12:52,46.0438,0.247682,2.33535,105.832,0,0,0,0,0,0,105.832
2022-12-18 13:07,46.125,0.252295,2.30436,106.015,0,0,0,0,0,0,106.015
2022-12-18 13:22,46.3062,0.256926,2.32033,105.498,0,0,0,0,0,0,105.498
2022-12-18 13:37,46.5063,0.252275,2.32873,105.404,0,0,0,0,0,0,105.404
2022-12-18 13:52,46.8125,0.256956,2.33098,105.587,0,0,0,0,0,0,105.587
2022-12-18 14:07,47.0125,0.261657,2.33207,106.02,0,0,0,0,0,0,106.02
2022-12-18 14:22,47.3125,0.256926,2.33286,106.648,0,0,0,0,0,0,106.648
2022-12-18 14:37,47.45,0.252181,2.3352,106.289,0,0,0,0,0,0,106.289
2022-12-18 14:52,47.6875,0.247412,2.33188,106.481,0,0,0,0,0,0,106.481
2022-12-18 15:07,47.8375,0.243986,2.32277,106.764,0,0,0,0,0,0,106.764
2022-12-18 15:22,48.0375,0.236471,2.32851,107.551,0,0,0,0,0,0,107.551
2022-12-18 15:37,48.275,0.241299,2.32324,107.22,0,0,0,0,0,0,107.22
2022-12-18 15:52,48.3875,0.242394,2.331,107.074,0,0,0,0,0,0,107.074
2022-12-18 16:07,48.5688,0.247251,2.33237,107.281,0,0,0,0,0,0,107.281
2022-12-18 16:22,48.6563,0.242385,2.3069,107.454,0,0,0,0,0,0,107.454
2022-12-18 16:37,48.5,0.247235,2.32399,107.362,0,0,0,0,0,0,107.362
2022-12-18 16:52,48.4625,0.252081,2.32697,107.534,0,0,0,0,0,0,107.534
2022-12-18 17:07,48.4312,0.256924,2.33361,107.211,0,0,0,0,0,0,107.211
2022-12-18 17:22,48.4125,0.261765,2.33308,107.328,0,0,0,0,0,0,107.328
2022-12-18 17:37,48,0.287361,2.33469,106.464,0,0,0,0,0,0,106.464
2022-12-18 17:52,47.7062,0.28259,2.32712,106.69,0,0,0,0,0,0,106.69
2022-12-18 18:07,47.5063,0.277839,2.33242,106.325,0,0,0,0,0,0,106.325
2022-12-18 18:22,47.4125,0.273098,2.33566,106.397,0,0,0,0,0,0,106.397
2022-12-18 18:37,47.4937,0.277847,2.33354,106.916,0,0,0,0,0,0,106.916
2022-12-18 18:52,47.4937,0.273098,2.33483,106.792,0,0,0,0,0,0,106.792
2022-12-18 19:07,47.4625,0.277844,2.32683,106.662,0,0,0,0,0,0,106.662
2022-12-18 19:22,47.4188,0.273102,2.32914,107.039,0,0,0,0,0,0,107.039
2022-12-18 19:37,47.3188,0.277834,2.32656,106.815,0,0,0,0,0,0,106.815
2022-12-18 19:52,47.1625,0.273118,2.32744,106.247,0,0,0,0,0,0,106.247
2022-12-18 20:07,47.0063,0.271184,2.32641,106.503,0,0,0,0,0,0,106.503
2022-12-18 20:22,46.8,0.275864,2.32997,105.989,0,0,0,0,0,0,105.989
2022-12-18 20:37,46.675,0.280531,2.33476,105.867,0,0,0,0,0,0,105.867
2022-12-18 20:52,46.6125,0.27587,2.32529,106.199,0,0,0,0,0,0,106.199
2022-12-18 21:07,46.3438,0.271236,2.32634,105.863,0,0,0,0,0,0,105.863
2022-12-18 21:22,46.2125,0.261723,2.33527,105.646,0,0,0,0,0,0,105.646
2022-12-18 21:37,46.4937,0.266372,2.32643,105.808,0,0,0,0,0,0,105.808
2022-12-18 21:52,46.4562,0.271018,2.32382,105.617,0,0,0,0,0,0,105.617
2022-12-18 22:07,46.3125,0.275649,2.32997,106.304,0,0,0,0,0,0,106.304
2022-12-18 22:22,46.5063,0.270998,2.33593,105.764,0,0,0,0,0,0,105.764
2022-12-18 22:37,46.3125,0.275629,2.33554,105.65,0,0,0,0,0,0,105.65
2022-12-18 22:52,46.3125,0.270998,2.3362,105.669,0,0,0,0,0,0,105.669
2022-12-18 23:07,46.1875,0.266379,2.33398,105.363,0,0,0,0,0,0,105.363
2022-12-18 23:22,46.1875,0.270998,2.33547,105.434,0,0,0,0,0,0,105.434
2022-12-18 23:37,46.0812,0.275606,2.32866,105.311,0,0,0,0,0,0,105.311
2022-12-18 23:52,46.0625,0.280212,2.31115,105.774,0,0,0,0,0,0,105.774
2022-12-19 0:07,46.0313,0.277993,2.32805,105.671,0,0,0,0,0,0,105.671
2022-12-19 0:22,46.0812,0.28659,2.32595,106.458,0,0,0,0,0,0,106.458
2022-12-19 0:37,45.8813,0.282002,2.33073,105.911,0,0,0,0,0,0,105.911
2022-12-19 0:52,45.6875,0.286571,2.32538,105.668,0,0,0,0,0,0,105.668
2022-12-19 1:07,45.7938,0.29115,2.32763,106.252,0,0,0,0,0,0,106.252
2022-12-19 1:22,45.3875,0.286611,2.331,104.699,0,0,0,0,0,0,104.699
2022-12-19 1:37,45.4562,0.284725,2.30869,105.167,0,0,0,0,0,0,105.167
2022-12-19 1:52,45.5313,0.289278,2.32289,105.008,0,0,0,0,0,0,105.008
2022-12-19 2:07,45.1,0.284768,2.32121,104.668,0,0,0,0,0,0,104.668
2022-12-19 2:22,45.1938,0.280249,2.30646,104.183,0,0,0,0,0,0,104.183
2022-12-19 2:37,45.2687,0.284776,2.32299,105.132,0,0,0,0,0,0,105.132
2022-12-19 2:52,44.9063,0.280285,2.33478,104.157,0,0,0,0,0,0,104.157
2022-12-19 3:07,45.0812,0.271897,2.31398,105.617,0,0,0,0,0,0,105.617
2022-12-19 3:22,45.025,0.267394,2.32116,105.348,0,0,0,0,0,0,105.348
2022-12-19 3:37,44.8813,0.262906,2.33271,105.232,0,0,0,0,0,0,105.232
2022-12-19 3:52,44.6563,0.267372,2.32565,104.668,0,0,0,0,0,0,104.668
2022-12-19 4:07,44.7062,0.262901,2.30309,105.532,0,0,0,0,0,0,105.532
2022-12-19 4:22,44.65,0.258436,2.31418,105.703,0,0,0,0,0,0,105.703
2022-12-19 4:37,44.5875,0.262895,2.30422,105.404,0,0,0,0,0,0,105.404
2022-12-19 4:52,44.6187,0.258433,2.30983,104.44,0,0,0,0,0,0,104.44
2022-12-19 5:07,44.6375,0.254756,2.31559,104.827,0,0,0,0,0,0,104.827
2022-12-19 5:22,44.4688,0.259203,2.3079,104.993,0,0,0,0,0,0,104.993
2022-12-19 5:37,44.225,0.263626,2.32299,104.226,0,0,0,0,0,0,104.226
2022-12-19 5:52,44.2125,0.268047,2.33286,105.049,0,0,0,0,0,0,105.049
2022-12-19 6:07,44.0063,0.257568,2.33168,105.053,0,0,0,0,0,0,105.053
2022-12-19 6:22,43.8125,0.248263,2.33454,103.682,0,0,0,0,0,0,103.682
2022-12-19 6:37,43.7188,0.243891,2.31801,103.187,0,0,0,0,0,0,103.187
2022-12-19 6:52,43.7375,0.248265,2.32724,104.427,0,0,0,0,0,0,104.427
2022-12-19 7:07,43.8125,0.252646,2.3121,104.717,0,0,0,0,0,0,104.717
2022-12-19 7:22,43.7375,0.25702,2.31457,104.654,0,0,0,0,0,0,104.654
2022-12-19 7:37,43.525,0.254428,2.32265,105.334,0,0,0,0,0,0,105.334
2022-12-19 7:52,43.2938,0.258757,2.32814,104.124,0,0,0,0,0,0,104.124
2022-12-19 8:07,43.1938,0.263076,2.30778,103.839,0,0,0,0,0,0,103.839
2022-12-19 8:22,43.1437,0.26739,2.31179,104.63,0,0,0,0,0,0,104.63
2022-12-19 8:37,43.1063,0.27239,2.31537,104.439,0,0,0,0,0,0,104.439
2022-12-19 8:52,43.2313,0.273324,2.31459,104.354,0,0,0,0,0,0,104.354
2022-12-19 9:07,43.3875,0.269771,2.32199,104.754,0,0,0,0,0,0,104.754
2022-12-19 9:22,43.475,0.279995,2.3269,104.154,0,0,0,0,0,0,104.154
2022-12-19 9:37,43.6313,0.284358,2.32695,104.555,0,0,0,0,0,0,104.555
2022-12-19 9:52,43.8312,0.279975,2.33017,104.729,0,0,0,0,0,0,104.729
2022-12-19 10:07,44.0875,0.275566,2.32206,104.498,0,0,0,0,0,0,104.498
2022-12-19 10:22,44.0875,0.271157,2.32206,104.498,0,0,0,0,0,0,104.498
2022-12-19 10:37,44.3312,0.27559,2.32797,105.09,0,0,0,0,0,0,105.09
2022-12-19 10:52,44.5938,0.271131,2.33715,104.941,0,0,0,0,0,0,104.941
2022-12-19 11:07,45.125,0.275643,2.33586,105.774,0,0,0,0,0,0,105.774
2022-12-19 11:22,45.1187,0.280155,2.33771,105.117,0,0,0,0,0,0,105.117
2022-12-19 11:37,45.45,0.2847,2.33322,105.129,0,0,0,0,0,0,105.129
2022-12-19 11:52,45.8,0.274427,2.33613,105.831,0,0,0,0,0,0,105.831
2022-12-19 12:07,45.925,0.269834,2.33766,105.646,0,0,0,0,0,0,105.646
2022-12-19 12:22,46.2625,0.27446,2.33764,106.065,0,0,0,0,0,0,106.065
2022-12-19 12:37,46.1187,0.272826,2.31743,105.978,0,0,0,0,0,0,105.978
2022-12-19 12:52,46.2313,0.270911,2.32673,106.827,0,0,0,0,0,0,106.827
2022-12-19 13:07,46.3188,0.275543,2.31569,106.779,0,0,0,0,0,0,106.779
2022-12-19 13:22,46.3937,0.280182,2.32292,106.238,0,0,0,0,0,0,106.238
2022-12-19 13:37,46.6938,0.277051,2.32851,106.681,0,0,0,0,0,0,106.681
2022-12-19 13:52,46.925,0.272359,2.32956,106.606,0,0,0,0,0,0,106.606
2022-12-19 14:07,47.1187,0.277071,2.33544,106.376,0,0,0,0,0,0,106.376
2022-12-19 14:22,47.4188,0.272329,2.33459,106.846,0,0,0,0,0,0,106.846
